ProductKey,Product Code,Product Name,Product Model Name,Product Category Name,Product Subcategory Name,Product Colour,Product Size,Product Line,Product Status,Product Description
463,GL-H102-S,"Half-Finger Gloves, S",Half-Finger Gloves,Clothing,Gloves,Black,S,"S ",Current,"Full padding, improved finger flex, durable palm, adjustable closure."
464,GL-H102-M,"Half-Finger Gloves, M",Half-Finger Gloves,Clothing,Gloves,Black,M,"S ",Outdate,"Full padding, improved finger flex, durable palm, adjustable closure."
465,GL-H102-M,"Half-Finger Gloves, M",Half-Finger Gloves,Clothing,Gloves,Black,M,"S ",Current,"Full padding, improved finger flex, durable palm, adjustable closure."
466,GL-H102-L,"Half-Finger Gloves, L",Half-Finger Gloves,Clothing,Gloves,Black,L,"S ",Outdate,"Full padding, improved finger flex, durable palm, adjustable closure."
467,GL-H102-L,"Half-Finger Gloves, L",Half-Finger Gloves,Clothing,Gloves,Black,L,"S ",Current,"Full padding, improved finger flex, durable palm, adjustable closure."
468,GL-F110-S,"Full-Finger Gloves, S",Full-Finger Gloves,Clothing,Gloves,Black,S,"M ",Outdate,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
469,GL-F110-M,"Full-Finger Gloves, M",Full-Finger Gloves,Clothing,Gloves,Black,M,"M ",Outdate,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
470,GL-F110-L,"Full-Finger Gloves, L",Full-Finger Gloves,Clothing,Gloves,Black,L,"M ",Outdate,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
471,VE-C304-S,"Classic Vest, S",Classic Vest,Clothing,Vests,Blue,S,"S ",Current,"Light-weight, wind-resistant, packs to fit into a pocket."
472,VE-C304-M,"Classic Vest, M",Classic Vest,Clothing,Vests,Blue,M,"S ",Current,"Light-weight, wind-resistant, packs to fit into a pocket."
473,VE-C304-L,"Classic Vest, L",Classic Vest,Clothing,Vests,Blue,L,"S ",Current,"Light-weight, wind-resistant, packs to fit into a pocket."
474,SH-W890-S,"Women's Mountain Shorts, S",Women's Mountain Shorts,Clothing,Shorts,Black,S,"M ",Current,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
475,SH-W890-M,"Women's Mountain Shorts, M",Women's Mountain Shorts,Clothing,Shorts,Black,M,"M ",Current,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
476,SH-W890-L,"Women's Mountain Shorts, L",Women's Mountain Shorts,Clothing,Shorts,Black,L,"M ",Current,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
477,WB-H098,Water Bottle - 30 oz.,Water Bottle,Accessories,Bottles and Cages,NA,NULL,"S ",Current,AWC logo water bottle - holds 30 oz; leak-proof.
478,BC-M005,Mountain Bottle Cage,Mountain Bottle Cage,Accessories,Bottles and Cages,NA,NULL,"M ",Current,Tough aluminum cage holds bottle securly on tough terrain.
479,BC-R205,Road Bottle Cage,Road Bottle Cage,Accessories,Bottles and Cages,NA,NULL,"R ",Current,Aluminum cage is lighter than our mountain version; perfect for long distance trips.
480,PK-7098,Patch Kit/8 Patches,Patch kit,Accessories,Tires and Tubes,NA,NULL,"S ",Current,"Includes 8 different size patches, glue and sandpaper."
481,SO-R809-M,"Racing Socks, M",Racing Socks,Clothing,Socks,White,M,"R ",Current,"Thin, lightweight and durable with cuffs that stay up."
482,SO-R809-L,"Racing Socks, L",Racing Socks,Clothing,Socks,White,L,"R ",Current,"Thin, lightweight and durable with cuffs that stay up."
483,RA-H123,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,Accessories,Bike Racks,NA,NULL,"S ",Current,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch."
484,CL-9009,Bike Wash - Dissolver,Bike Wash,Accessories,Cleaners,NA,NULL,"S ",Current,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle."
485,FE-6654,Fender Set - Mountain,Fender Set - Mountain,Accessories,Fenders,NA,NULL,"M ",Current,Clip-on fenders fit most mountain bikes.
486,ST-1401,All-Purpose Bike Stand,All-Purpose Bike Stand,Accessories,Bike Stands,NA,NULL,"M ",Current,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.
487,HY-1023-70,Hydration Pack - 70 oz.,Hydration Pack,Accessories,Hydration Packs,Silver,70,"S ",Current,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt."
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Short-Sleeve Classic Jersey,Clothing,Jerseys,Yellow,S,"S ",Current,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Short-Sleeve Classic Jersey,Clothing,Jerseys,Yellow,M,"S ",Current,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Short-Sleeve Classic Jersey,Clothing,Jerseys,Yellow,L,"S ",Current,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,Clothing,Jerseys,Yellow,XL,"S ",Current,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",HL Touring Frame,Components,Touring Frames,Yellow,60,"T ",Current,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",LL Touring Frame,Components,Touring Frames,Yellow,62,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",HL Touring Frame,Components,Touring Frames,Yellow,46,"T ",Current,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",HL Touring Frame,Components,Touring Frames,Yellow,50,"T ",Current,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",HL Touring Frame,Components,Touring Frames,Yellow,54,"T ",Current,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
497,FR-T98U-46,"HL Touring Frame - Blue, 46",HL Touring Frame,Components,Touring Frames,Blue,46,"T ",Current,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
498,FR-T98U-50,"HL Touring Frame - Blue, 50",HL Touring Frame,Components,Touring Frames,Blue,50,"T ",Current,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
499,FR-T98U-54,"HL Touring Frame - Blue, 54",HL Touring Frame,Components,Touring Frames,Blue,54,"T ",Current,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
500,FR-T98U-60,"HL Touring Frame - Blue, 60",HL Touring Frame,Components,Touring Frames,Blue,60,"T ",Current,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
501,RD-2308,Rear Derailleur,Rear Derailleur,Components,Derailleurs,Silver,NULL,NULL,Current,Wide-link design.
502,FR-T67U-50,"LL Touring Frame - Blue, 50",LL Touring Frame,Components,Touring Frames,Blue,50,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
503,FR-T67U-54,"LL Touring Frame - Blue, 54",LL Touring Frame,Components,Touring Frames,Blue,54,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
504,FR-T67U-58,"LL Touring Frame - Blue, 58",LL Touring Frame,Components,Touring Frames,Blue,58,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
505,FR-T67U-62,"LL Touring Frame - Blue, 62",LL Touring Frame,Components,Touring Frames,Blue,62,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",LL Touring Frame,Components,Touring Frames,Yellow,44,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",LL Touring Frame,Components,Touring Frames,Yellow,50,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",LL Touring Frame,Components,Touring Frames,Yellow,54,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",LL Touring Frame,Components,Touring Frames,Yellow,58,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
510,FR-T67U-44,"LL Touring Frame - Blue, 44",LL Touring Frame,Components,Touring Frames,Blue,44,"T ",Current,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",ML Mountain Frame-W,Components,Mountain Frames,Silver,40,"M ",Current,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",ML Mountain Frame-W,Components,Mountain Frames,Silver,42,"M ",Current,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",ML Mountain Frame-W,Components,Mountain Frames,Silver,46,"M ",Current,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.
514,RB-9231,Rear Brakes,Rear Brakes,Components,Brakes,Silver,NULL,NULL,Current,NULL
515,SE-M236,LL Mountain Seat/Saddle,LL Mountain Seat/Saddle 2,Components,Saddles,NA,NULL,"M ",Current,Synthetic leather. Features gel for increased comfort.
516,SE-M798,ML Mountain Seat/Saddle,ML Mountain Seat/Saddle 2,Components,Saddles,NA,NULL,"M ",Current,Designed to absorb shock.
517,SE-M940,HL Mountain Seat/Saddle,HL Mountain Seat/Saddle 2,Components,Saddles,NA,NULL,"M ",Current,Anatomic design for a full-day of riding in comfort. Durable leather.
518,SE-R581,LL Road Seat/Saddle,LL Road Seat/Saddle 1,Components,Saddles,NA,NULL,"R ",Current,Lightweight foam-padded saddle.
519,SE-R908,ML Road Seat/Saddle,ML Road Seat/Saddle 2,Components,Saddles,NA,NULL,"T ",Current,Rubber bumpers absorb bumps.
520,SE-R995,HL Road Seat/Saddle,HL Road Seat/Saddle 2,Components,Saddles,NA,NULL,"R ",Current,Lightweight kevlar racing saddle. Leather.
521,SE-T312,LL Touring Seat/Saddle,LL Touring Seat/Saddle,Components,Saddles,NA,NULL,"T ",Current,"Comfortable, ergonomically shaped gel saddle."
522,SE-T762,ML Touring Seat/Saddle,ML Touring Seat/Saddle,Components,Saddles,NA,NULL,"T ",Current,New design relieves pressure for long rides.
523,SE-T924,HL Touring Seat/Saddle,HL Touring Seat/Saddle,Components,Saddles,NA,NULL,"T ",Current,Cut-out shell for a more comfortable ride.
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",LL Mountain Frame,Components,Mountain Frames,Silver,42,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",LL Mountain Frame,Components,Mountain Frames,Silver,44,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",LL Mountain Frame,Components,Mountain Frames,Silver,48,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",LL Mountain Frame,Components,Mountain Frames,Silver,52,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
528,TT-M928,Mountain Tire Tube,Mountain Tire Tube,Accessories,Tires and Tubes,NA,NULL,"M ",Current,Self-sealing tube.
529,TT-R982,Road Tire Tube,Road Tire Tube,Accessories,Tires and Tubes,NA,NULL,"R ",Current,Conventional all-purpose tube.
530,TT-T092,Touring Tire Tube,Touring Tire Tube,Accessories,Tires and Tubes,NA,NULL,"T ",Current,General purpose tube.
531,FR-M21B-42,"LL Mountain Frame - Black, 42",LL Mountain Frame,Components,Mountain Frames,Black,42,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
532,FR-M21B-44,"LL Mountain Frame - Black, 44",LL Mountain Frame,Components,Mountain Frames,Black,44,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
533,FR-M21B-48,"LL Mountain Frame - Black, 48",LL Mountain Frame,Components,Mountain Frames,Black,48,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
534,FR-M21B-52,"LL Mountain Frame - Black, 52",LL Mountain Frame,Components,Mountain Frames,Black,52,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
535,TI-M267,LL Mountain Tire,LL Mountain Tire,Accessories,Tires and Tubes,NA,NULL,"M ",Current,"Comparible traction, less expensive wire bead casing."
536,TI-M602,ML Mountain Tire,ML Mountain Tire,Accessories,Tires and Tubes,NA,NULL,"M ",Current,"Great traction, high-density rubber."
537,TI-M823,HL Mountain Tire,HL Mountain Tire,Accessories,Tires and Tubes,NA,NULL,"M ",Current,"Incredible traction, lightweight carbon reinforced."
538,TI-R092,LL Road Tire,LL Road Tire,Accessories,Tires and Tubes,NA,NULL,"R ",Current,Same great treads as more expensive tire with a less expensive wire bead casing.
539,TI-R628,ML Road Tire,ML Road Tire,Accessories,Tires and Tubes,NA,NULL,"R ",Current,Higher density rubber.
540,TI-R982,HL Road Tire,HL Road Tire,Accessories,Tires and Tubes,NA,NULL,"R ",Current,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.
541,TI-T723,Touring Tire,Touring Tire,Accessories,Tires and Tubes,NA,NULL,"T ",Current,High-density rubber.
542,PD-M282,LL Mountain Pedal,LL Mountain Pedal,Components,Pedals,Silver/Black,NULL,"M ",Current,Expanded platform so you can ride in any shoes; great for all-around riding.
543,PD-M340,ML Mountain Pedal,ML Mountain Pedal,Components,Pedals,Silver/Black,NULL,"M ",Current,"Lightweight, durable, clipless pedal with adjustable tension."
544,PD-M562,HL Mountain Pedal,HL Mountain Pedal,Components,Pedals,Silver/Black,NULL,"M ",Current,Stainless steel; designed to shed mud easily.
545,PD-R347,LL Road Pedal,LL Road Pedal,Components,Pedals,Silver/Black,NULL,"R ",Current,Clipless pedals - aluminum.
546,PD-R563,ML Road Pedal,ML Road Pedal,Components,Pedals,Silver/Black,NULL,"R ",Current,Lightweight aluminum alloy construction.
547,PD-R853,HL Road Pedal,HL Road Pedal,Components,Pedals,Silver/Black,NULL,"R ",Current,Top-of-the-line clipless pedals with adjustable tension.
548,PD-T852,Touring Pedal,Touring Pedal,Components,Pedals,Silver/Black,NULL,"T ",Current,A stable pedal for all-day riding.
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",ML Mountain Frame-W,Components,Mountain Frames,Silver,38,"M ",Current,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.
550,FR-M21B-40,"LL Mountain Frame - Black, 40",LL Mountain Frame,Components,Mountain Frames,Black,40,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",LL Mountain Frame,Components,Mountain Frames,Silver,40,"M ",Current,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
552,FD-2342,Front Derailleur,Front Derailleur,Components,Derailleurs,Silver,NULL,NULL,Current,Wide-link design.
553,HB-T721,LL Touring Handlebars,LL Touring Handlebars,Components,Handlebars,NA,NULL,"T ",Current,Unique shape reduces fatigue for entry level riders.
554,HB-T928,HL Touring Handlebars,HL Touring Handlebars,Components,Handlebars,NA,NULL,"T ",Current,A light yet stiff aluminum bar for long distance riding.
555,FB-9873,Front Brakes,Front Brakes,Components,Brakes,Silver,NULL,NULL,Current,All-weather brake pads; provides superior stopping by applying more surface to the rim.
556,CS-4759,LL Crankset,LL Crankset,Components,Cranksets,Black,NULL,NULL,Current,Super rigid spindle.
557,CS-6583,ML Crankset,ML Crankset,Components,Cranksets,Black,NULL,NULL,Current,High-strength crank arm.
558,CS-9183,HL Crankset,HL Crankset,Components,Cranksets,Black,NULL,NULL,Current,Triple crankset; alumunim crank arm; flawless shifting.
559,CH-0234,Chain,Chain,Components,Chains,Silver,NULL,NULL,Current,Superior shifting performance.
560,BK-T44U-60,"Touring-2000 Blue, 60",Touring-2000,Bikes,Touring Bikes,Blue,60,"T ",Current,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
561,BK-T79Y-46,"Touring-1000 Yellow, 46",Touring-1000,Bikes,Touring Bikes,Yellow,46,"T ",Current,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
562,BK-T79Y-50,"Touring-1000 Yellow, 50",Touring-1000,Bikes,Touring Bikes,Yellow,50,"T ",Current,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
563,BK-T79Y-54,"Touring-1000 Yellow, 54",Touring-1000,Bikes,Touring Bikes,Yellow,54,"T ",Current,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
564,BK-T79Y-60,"Touring-1000 Yellow, 60",Touring-1000,Bikes,Touring Bikes,Yellow,60,"T ",Current,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
565,BK-T18U-54,"Touring-3000 Blue, 54",Touring-3000,Bikes,Touring Bikes,Blue,54,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
566,BK-T18U-58,"Touring-3000 Blue, 58",Touring-3000,Bikes,Touring Bikes,Blue,58,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
567,BK-T18U-62,"Touring-3000 Blue, 62",Touring-3000,Bikes,Touring Bikes,Blue,62,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
568,BK-T18Y-44,"Touring-3000 Yellow, 44",Touring-3000,Bikes,Touring Bikes,Yellow,44,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
569,BK-T18Y-50,"Touring-3000 Yellow, 50",Touring-3000,Bikes,Touring Bikes,Yellow,50,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
570,BK-T18Y-54,"Touring-3000 Yellow, 54",Touring-3000,Bikes,Touring Bikes,Yellow,54,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
571,BK-T18Y-58,"Touring-3000 Yellow, 58",Touring-3000,Bikes,Touring Bikes,Yellow,58,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
572,BK-T18Y-62,"Touring-3000 Yellow, 62",Touring-3000,Bikes,Touring Bikes,Yellow,62,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
573,BK-T79U-46,"Touring-1000 Blue, 46",Touring-1000,Bikes,Touring Bikes,Blue,46,"T ",Current,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
574,BK-T79U-50,"Touring-1000 Blue, 50",Touring-1000,Bikes,Touring Bikes,Blue,50,"T ",Current,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
575,BK-T79U-54,"Touring-1000 Blue, 54",Touring-1000,Bikes,Touring Bikes,Blue,54,"T ",Current,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
576,BK-T79U-60,"Touring-1000 Blue, 60",Touring-1000,Bikes,Touring Bikes,Blue,60,"T ",Current,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
577,BK-T44U-46,"Touring-2000 Blue, 46",Touring-2000,Bikes,Touring Bikes,Blue,46,"T ",Current,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
578,BK-T44U-50,"Touring-2000 Blue, 50",Touring-2000,Bikes,Touring Bikes,Blue,50,"T ",Current,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
579,BK-T44U-54,"Touring-2000 Blue, 54",Touring-2000,Bikes,Touring Bikes,Blue,54,"T ",Current,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
580,BK-R79Y-40,"Road-350-W Yellow, 40",Road-350-W,Bikes,Road Bikes,Yellow,40,"R ",Current,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
581,BK-R79Y-42,"Road-350-W Yellow, 42",Road-350-W,Bikes,Road Bikes,Yellow,42,"R ",Current,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
582,BK-R79Y-44,"Road-350-W Yellow, 44",Road-350-W,Bikes,Road Bikes,Yellow,44,"R ",Current,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
583,BK-R79Y-48,"Road-350-W Yellow, 48",Road-350-W,Bikes,Road Bikes,Yellow,48,"R ",Current,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
584,BK-R19B-58,"Road-750 Black, 58",Road-750,Bikes,Road Bikes,Black,58,"R ",Current,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
585,BK-T18U-44,"Touring-3000 Blue, 44",Touring-3000,Bikes,Touring Bikes,Blue,44,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
586,BK-T18U-50,"Touring-3000 Blue, 50",Touring-3000,Bikes,Touring Bikes,Blue,50,"T ",Current,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
587,BK-M38S-38,"Mountain-400-W Silver, 38",Mountain-400-W,Bikes,Mountain Bikes,Silver,38,"M ",Current,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
588,BK-M38S-40,"Mountain-400-W Silver, 40",Mountain-400-W,Bikes,Mountain Bikes,Silver,40,"M ",Current,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
589,BK-M38S-42,"Mountain-400-W Silver, 42",Mountain-400-W,Bikes,Mountain Bikes,Silver,42,"M ",Current,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
590,BK-M38S-46,"Mountain-400-W Silver, 46",Mountain-400-W,Bikes,Mountain Bikes,Silver,46,"M ",Current,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
591,BK-M18S-40,"Mountain-500 Silver, 40",Mountain-500,Bikes,Mountain Bikes,Silver,40,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
592,BK-M18S-42,"Mountain-500 Silver, 42",Mountain-500,Bikes,Mountain Bikes,Silver,42,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
593,BK-M18S-44,"Mountain-500 Silver, 44",Mountain-500,Bikes,Mountain Bikes,Silver,44,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
594,BK-M18S-48,"Mountain-500 Silver, 48",Mountain-500,Bikes,Mountain Bikes,Silver,48,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
595,BK-M18S-52,"Mountain-500 Silver, 52",Mountain-500,Bikes,Mountain Bikes,Silver,52,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
596,BK-M18B-40,"Mountain-500 Black, 40",Mountain-500,Bikes,Mountain Bikes,Black,40,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
597,BK-M18B-42,"Mountain-500 Black, 42",Mountain-500,Bikes,Mountain Bikes,Black,42,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
598,BK-M18B-44,"Mountain-500 Black, 44",Mountain-500,Bikes,Mountain Bikes,Black,44,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
599,BK-M18B-48,"Mountain-500 Black, 48",Mountain-500,Bikes,Mountain Bikes,Black,48,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
600,BK-M18B-52,"Mountain-500 Black, 52",Mountain-500,Bikes,Mountain Bikes,Black,52,"M ",Current,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
601,BB-7421,LL Bottom Bracket,LL Bottom Bracket,Components,Bottom Brackets,NA,NULL,NULL,Current,Chromoly steel.
602,BB-8107,ML Bottom Bracket,ML Bottom Bracket,Components,Bottom Brackets,NA,NULL,NULL,Current,Aluminum alloy cups; large diameter spindle.
603,BB-9108,HL Bottom Bracket,HL Bottom Bracket,Components,Bottom Brackets,NA,NULL,NULL,Current,Aluminum alloy cups and a hollow axle.
604,BK-R19B-44,"Road-750 Black, 44",Road-750,Bikes,Road Bikes,Black,44,"R ",Current,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
605,BK-R19B-48,"Road-750 Black, 48",Road-750,Bikes,Road Bikes,Black,48,"R ",Current,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
606,BK-R19B-52,"Road-750 Black, 52",Road-750,Bikes,Road Bikes,Black,52,"R ",Current,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
